Codigo;descripcion;FECHA;CANTIDAD;SALIDA;STOCK;PRECIO;TOTAL;CATEGORIA;MARCA
SP658;"AVENGERS CARRO 18""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
202SP593;"AVENGERS CARRO 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
61051;"MOCHILA CARRO CARS 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
81151;"MOCHILA CARRO CARS 12""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
81153;"MOCHILA CARRO CARS 16""";08/11/2017;11;;11;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
101330;"MOCHILA CARRO CHENKIDS 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
104509/502;"MOCHILA CARRO CHENKIDS 14""";08/11/2017;20;;20;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT2012;"MOCHILA CARRO CHIMOLA BUHO 12""";08/11/2017;19;;19;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT2016;"MOCHILA CARRO CHIMOLA BUHO 16""";08/11/2017;4;;4;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT3012;"MOCHILA CARRO CHIMOLA JIRAFA 12""";08/11/2017;19;;19;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT3016;"MOCHILA CARRO CHIMOLA JIRAFA 16""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT1012;"MOCHILA CARRO CHIMOLA KOALA 12""";08/11/2017;19;;19;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
CHT1016;"MOCHILA CARRO CHIMOLA KOALA 16""";08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
89401;"MOCHILA CARRO DORY 12""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
JB-7533N719;"MOCHILA CARRO DRA. JUGUETES 14""";08/11/2017;10;;10;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4102;"MOCHILA CARRO ME DRAGON BALL Z 12""";08/11/2017;30;;30;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
9741;"MOCHILA CARRO EVER AFTER HIGH 14""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
9752;MOCHILA CARRO EVER AFTER HIGH 30X12X48;08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
89301;"MOCHILA CARRO FROZEN 12""";08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
94879303;"MOCHILA CARRO FROZEN 16""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
94879319;"MOCHILA CARRO FROZEN OLAF 12""";08/11/2017;4;;4;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
60153;"MOCHILA CARRO FROZEN  CON BOLSILLO 16""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
94879319;MOCHILA CARRO FROZEN  CON RED LAT/OLAF;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4108;"MOCHILA CARRO ME GAMBETA 16""";08/11/2017;6;;6;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4109;"MOCHILA CARRO ME GAMBETA 12""";08/11/2017;19;;19;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
60165;MOCHILA CARRO HENRY CON BOLS RED LATER;08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
28736;MOCHILA CARRO HOT WHEELS;08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
28752;MOCHILA CARRO HOT WHEELS;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
28605;"MOCHILA CARRO HOT WHEELS 18""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
28701;"MOCHILA CARRO HOT WHEELS 16""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
2251;"MOCHILA CARRO GATURRO 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
KM681;MOCHILA CARRO MINNIE ;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
571MK868;"MOCHILA CARRO KITTY 14""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
571MK892;"MOCHILA CARRO KITTY 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
571MK921;"MOCHILA CARRO KITTY 17""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
571MK768;"MOCHILA CARRO KITTY 16""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
MK778;"MOCHILA CARRO KITTY 16""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
624;MOCHILA CARRO CHICO HELLO KITTY;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4115;"MOCHILA CARRO ME LOVE 16""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4116;"MOCHILA CARRO ME LOVE 12""";08/11/2017;10;;10;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
89101;"MOCHILA CARRO MINIONS 12""";08/11/2017;14;;14;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
89103;"MOCHILA CARRO MINIONS 16""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
H-NB202DM503;"MOCHILA CARRO MONSTER HIGH 16""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
DM 501;MOCHILA CARRO MONSTER HIGH ;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
80301;"MOCHILA CARRO PALACE P. 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
PZ111;MOCHILA CARRO PLANTA VS ZOMBIES;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
80256;"MOCHILA CARRO PRINCESAS 12""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
101332;"MOCHILA CARRO CHENKIDS 14""";08/11/2017;17;;17;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
24710;MOCHILA CARRO JARDIN SHERIFF 29X11X34;08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
2603;"MOCHILA CARRO ME SIMPSONS 17""";08/11/2017;8;;8;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
4123;"MOCHILA CARRO ME SIMPSONS 12""";08/11/2017;9;;9;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
75331N719;"MOCHILA CARRO PRINCESA SOFIA 14"" ";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
81401;"MOCHILA CARRO SOY LUNA 12""";08/11/2017;22;;22;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
81411;"MOCHILA CARRO SOY LUNA 12""";08/11/2017;7;;7;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
81421;"MOCHILA CARRO SOY LUNA 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
63001;"MOCHILA CARRO INTENSAMENTE 12""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
26N712;MOCHILA CARRO GALLINA PINTADA;08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
2318;MOCHILA CARRO OSITOS CARIÑOSOS;08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
82361;"MOCHILA CARRO SPIDERMAN 12""";08/11/2017;5;;5;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
82363;"MOCHILA CARRO SPIDERMAN 17""";08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
89201;"MOCHILA CARRO S. WARS 12""";08/11/2017;2;;2;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
88151;MOCHILA CARRO TRANSFORMERS ;08/11/2017;6;;6;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
88153Y;MOCHILA CARRO TRANSFORMERS ;08/11/2017;3;;3;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
94858151;"MOCHILA CARRO TRANSFORMERS 12""";08/11/2017;1;;1;;;MOCHILAS CARROS;MOCHILA CARRO LICENCIA
202SP021;"MOCHILA ESPALDA AVENGERS 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202SP023;"MOCHILA ESPALDA AVENGERS 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202SP025;"MOCHILA ESPALDA AVENGERS 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
23BJ41;"MOCHILA ESPALDA BOCA 15""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
81156;"MOCHILA ESPALDA CARS 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ024;"MOCHILA ESPALDA COMO QUIERAS 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ041;"MOCHILA ESPALDA COMO QUIERAS 18""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ007;"MOCHILA ESPALDA COMO QUIERAS 14""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ020;"MOCHILA ESPALDA COMO QUIERAS 16""";08/11/2017;3;;3;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ023;"MOCHILA ESPALDA COMO QUIERAS 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202CQ023;"MOCHILA ESPALDA COMO QUIERAS 16""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH3012;"MOCHILA DE ESPALDA CHIMOLAS JIRAFA 12""";08/11/2017;14;;14;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH3016;"MOCHILA DE ESPALDA CHIMOLAS JIRAFA 16""";08/11/2017;5;;5;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH2012;"MOCHILA DE ESPALDA CHIMOLAS KOALA 12""";08/11/2017;16;;16;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH2016;"MOCHILA DE ESPALDA CHIMOLAS KOALA 16""";08/11/2017;4;;4;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH2012;MOCHILA ESPALDA CHIMOLAS BUHO;08/11/2017;15;;15;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
CH2016;MOCHILA ESPALDA CHIMOLAS BUHO;08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
89406;"MOCHILA ESPALDA DORY 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4097;"MOCHILA ESPALDA ME DRAGON BALL Z 13""";08/11/2017;15;;15;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4098;"MOCHILA ESPALDA ME DRAGON BALL Z 10,5""";08/11/2017;4;;4;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
35116;"MOCHILA ESPALDA ELENA 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
35242;"MOCHILA ESPALDA ELENA 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94879313;"MOCHILA ESPALDA FROZEN ELSA 3D 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94879318;"MOCHILA ESPALDA FROZEN OLAF 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94879320;MOCHILA ESPALDA FROZEN OLAF 3D BOL. LAT.;08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4107;"MOCHILA ESPALDA GAMBETA FRENTE EVA 13""";08/11/2017;18;;18;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4105;"MOCHILA ESPALDA GAMBETA 13""";08/11/2017;17;;17;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
2545;"MOCHILA ESPALDA GATURRO 16""";08/11/2017;3;;3;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
23IN12;"MOCHILA ESPALDA INDEPENDIENTE 17""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
63000;"MOCHILA ESPALDA INTENSAMENTE 12""";08/11/2017;7;;7;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK793;"MOCHILA ESPALDA KITTY 17""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK893;"MOCHILA ESPALDA KITTY 17""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK899;"MOCHILA ESPALDA KITTY 14""";08/11/2017;3;;3;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK923;"MOCHILA ESPALDA KITTY 17""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK929;"MOCHILA ESPALDA KITTY 14""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
571MK919;"MOCHILA ESPALDA KITTY 14""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
MK779;MOCHILA ESPALDA KITTY ;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4111;"MOCHILA ESPALDA ME LOVE 13""";08/11/2017;25;;25;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4112;"MOCHILA ESPALDA ME LOVE 10,5""";08/11/2017;12;;12;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4114;"MOCHILA ESPALDA ME LOVE 11"" EVA";08/11/2017;11;;11;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
22221;"MOCHILA ESPALDA MASCOTA MAX 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
22242;"MOCHILA ESPALDA MASCOTAS 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
89102;"MOCHILA ESPALDAS MINIONS 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94879107;"MOCHILA ESPALDA MINIONS 17""BOL. LAT Y DELA.";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
104066;"MOCHILA ESPALDA PEPA CORAZONES 14""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
PR50240;"MOCHILA ESPALDA PRINCESAS 12""";08/11/2017;6;;6;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
PR50250;"MOCHILA ESPALDA PRINCESAS 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
PR80250;"MOCHILA ESPALDA PRINCESAS 12""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
60250;MOCHILA ESPALDA PRINCESAS ;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
50237;MOCHILA ESPALDA PRINCESAS ;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94850218;"MOCHILA ESPALDA PRINCESAS BELLA DURMIENTE 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
23SL12;"MOCHILA ESPALDA SAN LORENZO 17""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
75224222;MOCHILA ESPALDA SHERIFF CALLIE JARDIN ;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202SI074;"MOCHILA ESPALDA SIMONES 14""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
202SI091;"MOCHILA ESPALDA SIMONES 16""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
4121;"MOCHILA ESPALDA ME SIMPSONS EVA 13"" ";08/11/2017;12;;12;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
815400;"MOCHILA ESPALDA SOY LUNA 12""";08/11/2017;14;;14;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
81410;"MOCHILA ESPALDA SOY LUNA 12""";08/11/2017;4;;4;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
81424;"MOCHILA ESPALDA SOY LUNA 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
SP82360;"MOCHILA ESPALDA SPIDERMAN 12""";08/11/2017;5;;5;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
82652;"MOCHILA ESPALDA SPIDERMAN 18""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94859204;"MOCHILA ESPALDA STAR WARS 17""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94854352;"MOCHILA ESPALDA HADAS TINKEL CON BOLSILLO 16""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
94854045;"MOCHILA ESPALDA TINKEL CON RED LAT. 16""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
88150;"MOCHILA ESPALDA TRANSFORMERS 12""";08/11/2017;5;;5;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
68450;"MOCHILA ESPALDA TRANSFORMERS 12""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
68152;"MOCHILA ESPALDA TRANSFORMERS 16""";08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
88152;"MOCHILA ESPALDA TRANSFORMERS 16""";08/11/2017;2;;2;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
49116;MOCHILA ESPALDA TROLLS JARDIN;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
49242;MOCHILA ESPALDA TROLLS JARDIN;08/11/2017;1;;1;;;MOCHILAS ESPALDA;MOCHILA ESPALDA LICENCIA
39720010;MOCHILA ESPALDA PELIKAN MINI ROBOT 800258;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39720020;MOCHILA ESPALDA PELIKAN MINI SAFARI 800359;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39730020;MOCHILA ESPALDA PELIKAN DEPORTIVA FLORES 800363;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39730040;MOCHILA ESPALDA PELIKAN DEPORTIVA EXTREMA 800365;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39740010;MOCHILA ESPALDA PELIKAN MAXI PIXELES 800366;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39740020;MOCHILA ESPALDA PELIKAN  MAXI ARABESCO 800367;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
39740040;MOCHILA ESPALDA PELIKAN MAXI AZUL 800369;16/11/2017;12;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
99104017;MOCHILA ESPALDA PELIKAN DIPTICO 2018 800370;16/11/2017;10;;;;;MOCHILAS ESPALDA;MOCHILAS PELIKAN
929514;" MOCHILA ESPALDA FW AZTECA CLASICA 17""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
9162;" MOCHILA ESPALDA FW AZTECA DET EN CUE GUARDAS 17""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
9791;" MOCHILA ESPALDA FW ESTRELLAS 17""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
9164; MOCHILA ESPALDA FW FLOWERS DET.EN CUERO ;16/11/2017;18;;18;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
92957;" MOCHILA ESPALDA FW MILITARY 17""";16/11/2017;48;;48;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
929528;" MOCHILA ESPALDA FW  WINDSOR QF-140502-A 17""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
9158;" MOCHILA ESPALDA FW  RAYAS DET. EN CUERO 17""";16/11/2017;20;;20;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
929515;" MOCHILA ESPALDA FW CIERRE VERT. C/CUER 5681 18,5""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
92953;" MOCHILA ESPALDA FW STRONG 5687 18,5""";16/11/2017;24;;24;;;MOCHILAS ESPALDA;MOCHILAS FOUR WITCH
3376;MALETIN FW KANVAS CLASICO 37X6X30;16/11/2017;6;;6;;;MALETINES;MALETINES FOUR WITCH
3379;MALETIN FW KANVAS COLOR 37X6X30;16/11/2017;6;;6;;;MALETINES;MALETINES FOUR WITCH
